FILO,CLASSE,ORDEM,FAMÍLIA,ESPÉCIES,Sigla,,PrnB,PrnC,PrnD
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas wittichii RW1,AF,A,A,WP_011952410.1/WP_012049082.1/WP_012049605.1/WP_011951623.1/WP_011952271.1/WP_011952473.1/WP_011952732.1/WP_012049244.1/WP_011952537.1/WP_011952525.1/WP_012051044.1/WP_012050333.1/WP_011952716.1/WP_011951385.1/WP_012050791.1/WP_011950421.1/WP_012050581.1/WP_012049849.1/WP_011952881.1/WP_012049768.1/WP_012049711.1,WP_016746121.1/ABQ68412.1/WP_012049497.1/WP_011952668.1/WP_012048714.1/WP_012048526.1/WP_011952400.1/WP_011951911.1/ABQ69756.1/WP_081435172.1/WP_011951519.1/WP_011952390.1/WP_016744421.1/WP_012049597.1/ABQ66872.1/WP_011952383.1/WP_011952527.1/WP_011953074.1/WP_012049454.1/WP_012048501.1/ABQ67204.1/WP_081435125.1/WP_012049456.1/ABQ67906.1/WP_016747512.1/WP_012050456.1/WP_011952393.1/WP_012051034.1/WP_011952528.1/WP_012049258.1/WP_012050451.1/ABQ70609.1/WP_011952391.1/WP_011952382.1/WP_012048733.1/WP_041379813.1/WP_012049584.1/ABQ68393.1/WP_041379227.1/WP_012050475.1/WP_012049601.1/WP_012049604.1/WP_012049223.1/WP_011952712.1/WP_011951814.1/WP_012050352.1/WP_086014456.1/ABQ66906.1/WP_012050328.1/WP_012050366.1/WP_011951591.1/WP_011952549.1/WP_011951818.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis alaskensis RB2256,AF,WP_011541050.1/WP_041383090.1/ABF52636.1/WP_011540498.1/WP_011541221.1,A,WP_011542121.1/WP_011542784.1/WP_011543130.1/WP_011542600.1/WP_011541952.1/WP_011543399.1,WP_041384249.1/ABF54908.1/WP_011541564.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis fribergensis Kp5.2,AF,AJA09467.1/AJA08278.1/AJA08275.1,A,AJA08278.1/AJA11724.1/AJA10052.1/AJA10149.1/AJA08819.1/AJA09960.1/AJA09123.1/AJA11558.1/AJA11559.1/AJA08778.1/AJA09554.1/AJA10602.1,AJA07102.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis granuli TFA,AF,A,A,AMG73524.1/AMG75583.1/AMG72650.1/AMG73987.1/AMG73473.1/AMG73205.1/AMG75887.1/AMG74146.1/AMG73380.1/AMG74880.1,AMG75622.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis macrogoltabida 203,AF,ALJ14171.1/ALJ14174.1,A,ALJ11856.1/ALJ14171.1/ALJ15416.1/ALJ11653.1/ALJ16124.1/ALJ12678.1/ALJ16231.1/ALJ16110.1/ALJ12827.1/ALJ13892.1/ALJ16101.1,ALJ14723.1/ALJ14159.1/ALJ12330.1/ALJ11819.1/ALJ13340.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis terrae NBRC 15098,AF,WP_062764518.1/AMU93826.1,A,WP_062768825.1/AMU93766.1/WP_062767074.1/WP_062764518.1/AMU96130.1/AMU94181.1/WP_062764440.1/AMU95698.1/WP_062766647.1,WP_062768084.1/WP_082813331.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus flavimaris SMR4y,AF,ASK87427.1/ASK87428.1,A,ASK90071.1/ASK89988.1/ASK88532.1/ASK88560.1/ASK89362.1/ASK87584.1/ASK88905.1/ASK89199.1/ASK87210.1/ASK87120.1/ASK90101.1/ASK89358.1,ASK89283.1/ASK89295.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas mobilis subsp. mobilis ATCC 10988,AF,A,A,WP_014501060.1/WP_014500558.1/WP_014501203.1/WP_011240416.1/WP_011241087.1/WP_014500353.1/WP_011240107.1,A
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas mobilis subsp. pomaceae ATCC 29192,AF,A,A,AEI36948.1/AEI37366.1/AEI38517.1/AEI38303.1/AEI37021.1/AEI37952.1/AEI38067.1,A
β-proteobacteria,Betaproteobacteria,?,?,Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis),BT,A,A,AFZ83750.1/AFZ83353.1/AFZ83399.1,A
,Betaproteobacteria,Burkholderiales,?,Leptothrix cholodnii SP-6,BT,WP_012348233.1,A,WP_012346400.1/WP_012347096.1/WP_012345427.1/WP_012348196.1/WP_012345478.1/WP_012346676.1/WP_012347723.1/WP_012347044.1,WP_012346365.1/WP_012347192.1/WP_012345829.1
,Betaproteobacteria,Burkholderiales,?,Methylibium petroleiphilum PM1,BT,A,A,WP_011828931.1/WP_011831893.1/WP_011828837.1/WP_011829330.1/WP_011829761.1/WP_011830497.1/WP_011831916.1,WP_011831244.1/WP_011828407.1/WP_011828604.1/WP_011828563.1/WP_011828601.1/WP_011831876.1
,Betaproteobacteria,Burkholderiales,?,[Polyangium] brachysporum DSM 7029,BT,A,A,WP_047195845.1/WP_053013284.1/AKJ28146.1/WP_083438147.1/PPE67006.1/WP_047194328.1/WP_047194859.1/WP_083438651.1/AKJ27475.1/PPE66651.1/PPE68724.1/PPE68127.1/WP_047194771.1/WP_047196379.1/PPE69198.1/PPE68673.1/PPE68499.1,PPE65522.1/PPE70784.1/PPE71677.1/PPE65138.1/PPE68669.1/PPE68290.1/PPE69192.1/PPE67361.1/
,Betaproteobacteria,Burkholderiales,?,Rhizobacter gummiphilus NS21,BT,A,A,ARN23046.1/ARN20072.1/ARN18827.1/ARN21380.1/ARN23440.1/ARN23615.1/ARN19400.1/ARN20488.1/ARN22004.1/ARN20989.1,ARN19753.1/ARN18723.1/ARN23088.1/ARN19625.1
,Betaproteobacteria,Burkholderiales,?,Roseateles depolymerans KCTC 42856,BT,ALV08918.1,A,ALV06917.1/ALV07871.1/ALV07487.1/ALV07164.1/ALV08523.1/ALV05521.1/ALV09253.1/ALV08711.1/ALV05366.1,A
,Betaproteobacteria,Burkholderiales,?,Rubrivivax gelatinosus IL144,BT,A,A,WP_014430498.1/WP_014429967.1/BAL97924.1/WP_081528299.1/WP_014429674.1/WP_014427907.1/WP_014427440.1/WP_014429542.1/BAA94063.1/WP_014430872.1,A
,Betaproteobacteria,Burkholderiales,?,Thiomonas intermedia ATCC 15466,BT,A,A,WP_079419004.1/WP_079418830.1/WP_079417924.1/WP_013123882.1/WP_013121880.1/WP_013124031.1/WP_013122966.1,A
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes faecalis ZD02,BT,A,A,ALO38006.1/ALO38609.1/ALO37086.1/ALO40045.1/ALO39667.1/ALO37359.1/ALO39208.1/ALO38502.1/ALO38724.1,ALO39248.1/ALO38829.1/ALO38662.1/ALO39384.1/ALO37154.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter xylosoxidans A8,BT,A,A,ADP15671.1/WP_085947859.1/WP_013391102.1/WP_013396995.1/WP_013393336.1/WP_013392492.1/WP_013396579.1/WP_013393069.1/WP_013394097.1,WP_013393622.1/WP_013394551.1/WP_013393112.1/WP_013393110.1/WP_011255174.1/WP_011255166.1/WP_013394550.1/WP_013391675.1/WP_013391348.1/WP_013391673.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella mimigardefordensis DPN7,BT,A,A,WP_025374790.1/WP_084459028.1/WP_025372030.1/WP_025374867.1/WP_025374458.1/WP_025372490.1/AHG63854.1/WP_025372261.1/WP_025371567.1/WP_025372813.1/WP_025374548.1/WP_025371920.1,WP_025371589.1/WP_025371992.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Basilea psittacipulmonis DSM 24701,BT,A,A,WP_038501125.1/WP_038498206.1/WP_038500428.1/AIL32619.1/WP_038501011.1/WP_077315965.1/WP_038498897.1/WP_038498414.1/WP_038497683.1/WP_038499217.1/WP_038500590.1/WP_077315916.1,A
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella avium 197N,BT,A,A,CAJ48136.1/WP_039051420.1/BAV27606.1/WP_012418895.1/WP_012417334.1/WP_012417671.1/WP_012418764.1/WP_012415815.1/WP_012418867.1/WP_012417696.1/CAJ48566.1/WP_039051609.1/WP_012418338.1/WP_012418461.1/WP_012416834.1/WP_086935804.1/CAJ50384.1,WP_012416353.1/WP_012416304.1/WP_012417253.1/WP_012417255.1/WP_012416354.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella bronchialis AU3182,BT,A,A,ANN66587.1/ANN66774.1/ANN69147.1/ANN67297.1/ANN66403.1,ANN65531.1/ANN66971.1/ANN65525.1/ANN65503.1/ANN66969.1/ANN67257.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella bronchiseptica 253,BT,A,A,WP_003808489.1/WP_003808140.1/WP_003810959.1/WP_015064453.1/WP_015063811.1/WP_003815501.1/WP_003813122.1,WP_010927098.1/WP_003815653.1/WP_003807389.1/WP_003814754.1/WP_003807385.1/WP_003809837.1/WP_010926041.1/WP_003809828.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella genomosp. 13,BT,A,A,WP_086076742.1/WP_086077475.1/WP_086078846.1/WP_086079199.1/WP_086081264.1/WP_086077471.1/WP_086078301.1/WP_086079384.1/WP_086079957.1/WP_086079735.1/WP_086079967.1/WP_086076773.1,WP_086079821.1/WP_086078899.1/WP_086078901.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella hinzii F582,BT,A,A,AKQ54014.1/AKQ54229.1/AKQ57907.1/AKQ56955.1/AKQ56957.1/AKQ56954.1/AKQ55456.1/AKQ56966.1/AKQ57617.1/AKQ53966.1/AKQ57657.1/AKQ56024.1,AKQ57714.1/AKQ55012.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella holmesii ATCC 51541,BT,A,A,AHV93913.1/WP_005016289.1/WP_005017972.1/WP_005013701.1/AHV94203.1/WP_025341303.1,WP_005015395.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella parapertussis Bpp5 ,BT,A,A,WP_015039047.1/WP_015038970.1/WP_015040006.1/WP_015040475.1/WP_015039906.1/WP_003815501.1/WP_015038745.1/WP_015039159.1/WP_003815378.1/WP_015039837.1,WP_003807389.1/WP_015040507.1/WP_010925750.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella pertussis Tohama I,BT,A,A,WP_003808489.1/WP_010931509.1/WP_010931373.1/WP_010930129.1/WP_010929868.1/WP_010931378.1,WP_003807389.1/WP_010931617.1/WP_010929894.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella petrii DSM 12804,BT,A,A,A9IP97.1/A9IJ48.1,A
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella trematum H044680328,BT,A,A,SAI69517.1/SAI73140.1/SAI70770.1/SAI70068.1,A
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella defragrans 65Phen,BT,A,A,WP_043682275.1/WP_043683942.1/WP_043683945.1/WP_043682452.1/WP_043682560.1/WP_052355970.1/WP_043682468.1/WP_043682616.1/WP_043683252.1,WP_043681974.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Orrella dioscoreae Orrdi1,BT,A,A,SBT24212.1/SBT26884.1,A
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Paenalcaligenes hominis 15S00501,BT,A,A,AQS51822.1/AQS51705.1/AQS51682.1/AQS51084.1/AQS51384.1/AQS51657.1/AQS50651.1,AQS51463.1/AQS50497.1/AQS51456.1/AQS51585.1/AQS51426.1
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella asinigenitalis MCE3,BT,A,A,WP_014110975.1/WP_014112195.1/WP_014111363.1/WP_014111566.1/WP_014111001.1,A
,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella equigenitalis ATCC 35865,BT,A,A,WP_014840150.1/WP_013522410.1/WP_013522073.1/WP_013521795.1/WP_014840351.1/WP_014840234.1,A
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia ambifaria AMMD,BT,ABI90276.1,ABI90277.1,ABI90278.1/ABI91473.1/ABI90937.1,ABI90279.1/ABI90141.1/AJY24316.1/ABI90143.1/AJY23801.1/ABI89882.1/ABI91446.1/ABI91051.1/ABI88290.1/ABI88802.1/ABI92128.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia ambifaria MC40-6,BT,ACB67708.1,ACB67709.1,ACB67710.1/ACB66018.1,ACB67711.1/ACB67570.1/ACB67572.1/ACB68121.1/ACB66136.1/ACB66240.1/ACB68732.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia cenocepacia MC0-3,BT,ACA96084.1,ACA96085.1,ACA96086.1/ACA93023.1/ACA96068.1,ACA96087.1/ACA93656.1/ACA94159.1/ACA95219.1/ACA95220.1/ACA92898.1/ACA91870.1/ACA92803.1/ACA95252.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia cepacia ATCC 25416,BT,WP_027792882.1,WP_027792881.1,WP_027792880.1/WP_027790864.1/WP_027787836.1/WP_027787121.1/AIO29271.1/WP_027791345.1/AIO29880.1/WP_027791338.1/WP_027791190.1/WP_027791937.1/WP_027788227.1/WP_027787042.1/WP_027790845.1/WP_034196295.1/ALK23526.1/AIO26631.1/WP_080981922.1/WP_027789686.1/WP_027786671.1/AIO22495.1/WP_027788716.1/WP_081040846.1,WP_027792879.1/WP_027791718.1/ALK22503.1/WP_080982169.1/WP_027790573.1/WP_027790575.1/WP_027789382.1/WP_027792251.1/WP_006479527.1/WP_027792272.1/WP_027792274.1/WP_027792558.1/WP_027789384.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia contaminans FFH2055,BT,KKL35255.1,KKL35256.1,KKL35257.1/KKL31466.1,KKL35258.1/KKL33723.1/KKL30624.1/KKL30552.1/KKL31573.1/KKL37083.1/KKL30292.1/KKL35617.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia gladioli ATCC 10248,BT,A,A,WP_013689040.1/WP_081060684.1/WP_013697542.1/WP_029951068.1/WP_124095024.1/KKJ04297.1/WP_052747465.1/WP_013697544.1/WP_123038563.1/WP_105857617.1/WP_105850988.1/WP_103693215.1/WP_126241663.1/WP_105828668.1/WP_060005117.1/WP_036035869.1/WP_124095963.1/WP_046575557.1/WP_036057120.1/WP_098183248.1/WP_013691351.1/WP_096752914.1/WP_105820626.1/WP_098153116.1/WP_043216500.1/WP_081060697.1/KVM72608.1/WP_036050483.1/WP_017918149.1/WP_105829781.1/WP_080742210.1,WP_013689027.1/WP_103691786.1/WP_080742117.1/WP_105828365.1/WP_060004231.1/WP_036034857.1/WP_036048936.1/WP_126242779.1/WP_105852973.1/WP_103692819.1/WP_098151950.1/WP_105820934.1/WP_017921241.1/WP_036038836.1/WP_126240859.1/WP_013689904.1/WP_105858208.1/WP_105828011.1/WP_098182755.1/WP_025097964.1/WP_096750800.1/WP_046576279.1/WP_013689234.1/WP_017921726.1/WP_036033021.1/WP_036037131.1/WP_025100420.1/WP_013690991.1/WP_055138358.1/WP_046582412.1/WP_098182871.1/WP_124095276.1/WP_036037846.1/WP_060001856.1/WP_036034581.1/WP_124095094.1/WP_036031746.1/WP_013689902.1/WP_105859340.1/WP_098183056.1/WP_123037941.1/WP_046582460.1/WP_103692479.1/WP_096751330.1/WP_036055936.1/WP_060006350.1/WP_105853325.1/WP_105827136.1/WP_013697533.1/WP_103691785.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia lata,BT,WP_069250041.1/WP_011349399.1,WP_011349400.1/WP_069250042.1,WP_011349401.1/WP_069250043.1/WP_048020266.1/WP_011356056.1/WP_122948985.1/WP_069250895.1/WP_011354351.1/WP_048023296.1/WP_011355676.1,
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia mallei ATCC 23344,BT,A,A,WP_004198349.1/WP_004192100.1/WP_011204697.1/AAU46853.1/WP_004200925.1/WP_004198377.1/WP_004186665.1/WP_011204102.1/AAU47992.1/WP_004195816.1/WP_011204185.1/WP_004189387.1,WP_004184731.1/WP_004195457.1/WP_004190354.1/WP_004184916.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia oklahomensis EO147,BT,AOI38421.1,AOI38420.1,AOI38419.1/AOI41642.1/AOI39553.1/AOI40376.1,AOI38418.1/AOI39636.1/AOI38479.1/AOI38529.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia pseudomallei K96243,BT,A,A,WP_004546728.1/WP_004549222.1/WP_004192100.1/WP_009939113.1/RFS56933.1/WP_004523287.1/WP_004528109.1/WP_004524564.1/WP_011205212.1/AJX28270.1/WP_004550772.1/WP_004523157.1/WP_004556009.1/CAH33986.1/WP_004554661.1,WP_004184731.1/WP_011205380.1/WP_011205032.1/WP_004527094.1/WP_004551580.1/AJX26237.1/WP_004544967.1/AJX24606.1/WP_004190354.1/WP_004184916.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia pseudomallei 668,BT,ABN87885.1,ABN87066.1,ABN86754.1/ABN85931.1/ABN87480.1/ABN86875.1,ABN87504.1/ABN86685.1/ABN85406.1/ABN88174.1/ABN87697.1/ABN83867.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia pseudomallei 1106a,BT,ABN92880.1,ABN93327.1,ABN94348.1/ABN93891.1/ABN94174.1/ABN95303.1,ABN94872.1/ABN92900.1/ABN92786.1/ABN93442.1/ABN93765.1/ABN90574.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia pseudomallei 1710b,BT,ABA51277.1,ABA53352.1,ABA53058.1/ABA52923.1/ABA51335.1/ABA52608.1,ABA51836.1/ABA52817.1/ABA51902.1/ABA52008.1/ABA52909.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia pseudomallei BPC006,BT,AFR20621.1,AFR20622.1,AFR20623.1/AFR19334.1/AFR18124.1/AFR20945.1,AFR20624.1/AFR19313.1/AFR18311.1/AFR18310.1/AFR20448.1/AFR16021.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia pseudomallei MSHR346,BT,EEP51666.1,EEP52143.1,EEP49965.1/EEP50853.1/EEP51289.1/EEP52078.1,EEP49241.1/EEP51292.1/EEP51128.1/EEP52089.1/EEP49318.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia pyrrocinia DSM 10685,BT,WP_072436881.1/WP_017329248.1/WP_059971720.1/WP_047904147.1/WP_034184322.1/PXX40906.1,WP_047904146.1/AAD46371.1/WP_072436880.1/WP_059971719.1/WP_017329249.1/WP_034184323.1/WP_131947019.1,WP_072436879.1/WP_034184324.1/WP_131947020.1/WP_059971718.1/WP_017329250.1/WP_047904145.1/WP_047901611.1/WP_114179323.1/WP_034182090.1/WP_017332688.1/WP_034179713.1/WP_059971934.1/WP_072436630.1/WP_059971791.1/WP_017329142.1/WP_072439573.1/WP_114181612.1/WP_047901606.1/WP_072442129.1/WP_034182093.1/WP_047902627.1/WP_131945955.1/WP_047903867.1/WP_131946894.1/WP_034178704.1/WP_017330446.1/WP_059967331.1/WP_047899929.1/WP_051983594.1/WP_047901623.1/WP_047903269.1/WP_051983590.1/WP_017333317.1/WP_072442208.1/WP_131947001.1/WP_047901665.1/WP_034179777.1/WP_131946320.1/WP_034182054.1/WP_047903923.1/WP_047903512.1/WP_072436577.1/WP_047903139.1/WP_114180163.1/WP_034182080.1/WP_072442151.1/WP_072440613.1/WP_059968011.1/WP_131946902.1,WP_034184325.1/WP_131947021.1/WP_047904144.1/WP_072436878.1/WP_026043973.1/WP_059971717.1/WP_059966263.1/WP_114179778.1/WP_114181043.1/WP_017329454.1/WP_047903162.1/WP_114181042.1/WP_072443807.1/WP_131948157.1/WP_034181035.1/WP_047902147.1/WP_114181444.1/WP_072443705.1/WP_034180609.1/WP_034180871.1/WP_131948117.1/WP_114179010.1/WP_017329031.1/WP_047902928.1/WP_072443364.1/WP_131949448.1/WP_034180371.1/WP_114179544.1/WP_059970954.1/WP_026045475.1/WP_081938553.1/WP_082146091.1/WP_034184948.1/WP_131947615.1/WP_072444024.1/WP_047903915.1/WP_114180612.1/WP_047902669.1/WP_006479527.1/WP_114177987.1/WP_034185113.1/WP_114182265.1/WP_131948460.1/WP_034180567.1/WP_072439281.1/WP_072443450.1/WP_047898962.1/WP_034178961.1/WP_059971220.1/WP_026043857.1/WP_034180005.1/WP_131949309.1/WP_017329029.1/WP_072444130.1/WP_059968797.1/WP_017334122.1/WP_131949586.1/WP_034184430.1/WP_006489883.1/WP_047904176.1/WP_047904185.1/WP_114180755.1/WP_114181965.1/WP_131946913.1/WP_114179567.1/WP_034180990.1/WP_131948458.1/WP_027789384.1/WP_047901632.1/WP_072439419.1/WP_072437879.1/WP_034184485.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia thailandensis,BT,WP_009898811.1,WP_009898809.1/WP_038708545.1,WP_009898807.1/WP_025987605.1/WP_009901602.1/WP_009894364.1/WP_045601679.1/ABC36170.1,WP_009898805.1/WP_043283317.1/EIP87900.1/WP_015601756.1/WP_043282692.1/ABC36144.1/WP_080511321.1/KIS54979.1/EIP88460.1/WP_043282347.1/WP_009907253.1/WP_015602061.1/WP_009898987.1/WP_019255360.1/WP_009895476.1/WP_041861852.1/AGK46474.1/EIP87901.1/WP_009912240.1/AHI68157.1/WP_135351650.1/WP_082256131.1/AJY30892.1/WP_009891017.1/AIP26805.1/WP_043296484.1/WP_100085576.1/WP_045599075.1/WP_025992369.1/AHI64774.1/WP_006028009.1/WP_015603816.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia ubonensis MSMB22,BT,WP_045565588.1,WP_045565589.1,WP_045565590.1/WP_045566316.1/WP_052495743.1/WP_045564413.1/WP_080340760.1/WP_045565628.1/AJX12981.1/WP_045564782.1/AJX17067.1/WP_042586698.1/WP_010090942.1/WP_045565826.1/WP_045563804.1,WP_045565591.1/WP_045565555.1/WP_045565162.1/WP_045566074.1/WP_045565556.1/WP_045565610.1/WP_045564530.1/WP_042585456.1/WP_045565163.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia sp. MSHR3999,BT,WP_042585426.1,WP_042585427.1,WP_042585428.1/WP_052495743.1/WP_082062313.1/WP_042587154.1/KIP19772.1,WP_042585429.1/WP_042585388.1/WP_042585894.1/WP_042585389.1/WP_042585454.1/WP_042587287.1/WP_042585456.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus basilensis 4G11,BT,A,A,AJG23757.1/AJG22555.1/AJG20988.1/AJG22371.1/AJG23433.1/AJG20777.1/AJG18750.1/AJG21766.1/AJG21571.1/AJG18891.1/AJG24160.1,AJG18485.1/AJG24806.1/AJG23900.1/AJG22339.1/AJG18221.1/AJG21947.1/AJG24051.1/AJG23164.1/AJG23166.1/AJG22751.1/AJG22299.1/AJG23749.1/AJG24332.1/AJG22749.1/AJG20159.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus gilardii CR3,BT,A,A,WP_053822602.1/ALD90272.1/WP_053821563.1/ALD90042.1/WP_053821386.1/ALD89402.1/WP_053822947.1/ALD90600.1/WP_053822439.1/WP_053821799.1/ALD91437.1,WP_053824442.1/WP_053822914.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus metallidurans CH34,BT,A,A,WP_011518869.1/WP_011516302.1/WP_011518526.1/WP_011519850.1/WP_011519633.1/WP_011517672.1/WP_011515696.1/WP_011515075.1,WP_011519949.1/ABF08691.1/WP_017514376.1/WP_011519954.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus necator N-1,BT,A,A,WP_013954025.1/WP_013956891.1/WP_013958611.1/WP_013953988.1/WP_013953877.1/WP_013959039.1/WP_013956654.1/AEI81810.1/WP_041229004.1/WP_013955953.1/WP_013958125.1/WP_013956706.1/WP_013955316.1/WP_013958950.1/WP_013954079.1/WP_013956312.1/WP_013954246.1/WP_013952839.1/WP_013958954.1,WP_013952313.1/WP_013955158.1/WP_013958506.1/WP_013953408.1/WP_013959661.1/WP_013955118.1/WP_013952434.1/WP_013953748.1/WP_080569622.1/WP_013952432.1/WP_013952362.1/WP_013959699.1/WP_013956617.1/WP_085959715.1/AEI82662.1/WP_013956615.1/WP_013952593.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea pnomenusa DSM 16536,BT,A,A,WP_039367706.1/WP_052240351.1/WP_038620352.1/WP_025248950.1/WP_023595350.1/WP_052240714.1/WP_063598533.1/WP_025250342.1/WP_038618617.1/WP_023872176.1/WP_039371593.1/WP_039374090.1/WP_038620046.1/AHB76625.2/WP_063598968.1/WP_023873216.1/WP_025249763.1/WP_023871739.1/WP_023595285.1/WP_052240293.1/WP_063598310.1,WP_039370383.1/WP_025249995.1/WP_023598063.1/WP_023872807.1/WP_039366529.1/WP_028730929.1/WP_052240587.1/KHQ95632.1/WP_080759039.1/WP_039370082.1/WP_023597202.1/WP_023594707.1/WP_023594758.1/WP_029754689.1/WP_036641792.1/SUA77106.1/WP_038621484.1/WP_052240504.1/KHQ96185.1/WP_039367372.1/WP_023594575.1/WP_025250376.1/WP_023872117.1/WP_039371206.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea thiooxydans ATSB16,BT,A,A,APR96367.1/APR96256.1/APR94705.1/APR95922.1/APR97401.1/APR93731.1/APR97637.1/APR94912.1/APR96097.1,APR93874.1/APR96427.1/APR95135.1/APR95133.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia phymatum STM815,BT,A,A,WP_012400117.1/WP_012406765.1/WP_012405812.1/WP_012405318.1/WP_012406822.1/WP_012403819.1/WP_012402760.1/WP_012404706.1/WP_012406555.1/WP_012405461.1/WP_012402674.1/WP_012402386.1/WP_012401746.1/WP_012399996.1/WP_012403651.1,WP_012404156.1/WP_012406144.1/WP_012402534.1/WP_012403399.1/WP_012404155.1/WP_012403526.1/WP_012405262.1/WP_012405957.1/ACC75226.1/WP_041766070.1/WP_012403208.1/WP_012406337.1/WP_012406027.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia rhizoxinica HKI 454,BT,A,A,CBW74690.1/WP_013433836.1/CBW74615.1/WP_041753326.1/WP_013435846.1/WP_041753138.1/WP_041753285.1/WP_013433899.1/WP_041753082.1,WP_013428497.1/WP_013428684.1
,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia sprentiae WSM5005,BT,A,A,WP_027198468.1/WP_027193772.1/WP_027198152.1/WP_027194929.1/WP_027193719.1/WP_027194946.1/WP_027198974.1/WP_027198617.1/APA90654.1/WP_051374113.1/WP_027194718.1/WP_034477313.1/WP_027199270.1,WP_027195019.1/WP_051374115.1/WP_027197807.1/WP_051374406.1/WP_027195515.1/WP_027197780.1/WP_027194922.1/WP_034479405.1/WP_027194082.1/
